,AXP,AMGN,AAPL,BA,CAT,CSCO,CVX,GS,HD,HON,IBM,INTC,JNJ,KO,JPM,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,CRM,VZ,V,WBA,WMT,DIS,DJI
2018-05-14,101.290001,175.960007,47.037498,344.589996,155.279999,45.700001,130.389999,243.910004,191.080002,141.179581,137.954117,54.900002,126.059998,42.040001,113.900002,164.720001,205.759995,56.946564,98.029999,68.839996,73.279999,130.0,242.899994,127.690002,48.490002,131.210007,65.099998,84.389999,102.440002,24899.400391
2018-05-15,100.739998,172.339996,46.610001,342.119995,152.589996,45.48,129.740005,241.559998,187.979996,141.227509,137.418732,53.919998,125.129997,41.720001,113.029999,163.059998,202.410004,56.488548,97.32,69.5,72.949997,129.860001,239.5,128.130005,47.790001,131.100006,64.610001,84.519997,102.919998,24706.400391
2018-05-16,100.589996,173.800003,47.044998,340.970001,153.800003,45.16,129.559998,240.960007,186.380005,141.419189,138.269592,54.639999,125.349998,41.549999,113.339996,162.869995,200.210007,57.013359,97.150002,71.339996,73.529999,130.149994,241.720001,128.770004,47.860001,130.889999,65.739998,86.129997,105.040001,24768.900391
2018-05-17,101.220001,174.649994,46.747501,344.140015,153.690002,43.459999,129.460007,239.100006,185.330002,141.007065,138.145309,54.810001,123.849998,42.299999,112.959999,161.309998,200.360001,56.364506,96.18,70.940002,73.959999,130.720001,242.960007,126.050003,47.849998,129.929993,65.989998,84.489998,104.339996,24714.0
2018-05-18,100.989998,176.300003,46.577499,351.230011,155.710007,43.209999,127.860001,237.0,187.419998,142.176376,137.74379,53.5,124.239998,42.18,111.129997,160.979996,198.960007,56.431297,96.360001,71.32,73.449997,129.850006,244.639999,126.959999,47.740002,129.929993,64.339996,83.639999,103.93,24715.099609
2018-05-21,102.040001,176.470001,46.907501,363.920013,158.919998,43.75,129.369995,237.699997,189.789993,144.23703,139.091782,54.32,123.720001,42.41,112.150002,161.479996,201.759995,55.887405,97.599998,71.379997,74.059998,131.139999,247.899994,126.370003,48.43,130.660004,64.5,84.510002,104.059998,25013.300781
2018-05-22,102.699997,178.360001,46.790001,355.019989,156.199997,43.650002,128.229996,238.0,186.869995,144.601242,138.709366,54.450001,122.910004,42.25,113.010002,159.449997,198.970001,55.7729,97.5,71.309998,74.029999,131.419998,245.179993,125.440002,48.810001,130.710007,64.230003,83.370003,104.07,24834.400391
2018-05-23,101.93,179.940002,47.09,359.209991,157.740005,43.68,128.699997,237.809998,186.669998,145.032547,138.307846,55.209999,123.449997,42.400002,112.489998,161.619995,198.669998,56.459923,98.660004,71.339996,74.18,130.899994,244.259995,128.089996,48.59,131.880005,63.91,83.010002,102.889999,24886.800781
2018-05-24,102.010002,177.960007,47.037498,359.0,157.699997,43.57,126.610001,236.100006,187.149994,144.802521,137.734222,54.75,122.25,42.32,111.230003,162.389999,199.410004,56.421757,98.309998,72.18,73.769997,130.649994,242.729996,128.740005,48.639999,131.889999,63.41,82.849998,102.110001,24811.800781
2018-05-25,101.099998,178.240005,47.145,360.089996,155.850006,43.259998,122.190002,235.009995,186.850006,144.399979,137.323135,55.439999,121.470001,42.400002,110.660004,163.210007,199.029999,56.383587,98.360001,72.25,74.309998,131.029999,244.949997,127.959999,48.52,131.279999,63.529999,82.459999,102.199997,24753.099609
2018-05-29,97.720001,177.440002,46.974998,352.480011,153.619995,42.970001,121.389999,227.029999,185.0,142.042191,135.009567,55.32,119.400002,42.68,105.93,160.619995,195.740005,55.725189,98.010002,70.919998,74.050003,128.210007,242.169998,126.879997,48.200001,129.690002,62.700001,82.400002,99.690002,24361.400391
2018-05-30,98.989998,180.240005,46.875,358.190002,155.460007,42.849998,125.160004,229.160004,187.089996,144.189117,136.347992,55.68,120.970001,43.130001,108.349998,161.820007,198.679993,56.984734,98.949997,72.230003,74.889999,130.169998,244.940002,129.300003,48.599998,130.639999,63.540001,84.120003,99.980003,24667.800781
2018-05-31,98.300003,179.619995,46.717499,352.160004,151.910004,42.709999,124.300003,225.880005,186.550003,141.764236,135.095596,55.200001,119.620003,43.0,107.010002,160.009995,197.229996,56.803436,98.839996,71.800003,73.169998,128.520004,241.509995,129.330002,47.669998,130.720001,62.389999,82.540001,99.470001,24415.800781
2018-06-01,98.25,183.570007,47.560001,356.720001,153.520004,43.66,123.849998,228.350006,187.350006,143.853653,135.707458,57.080002,121.260002,43.119999,108.400002,159.160004,199.589996,57.786259,100.790001,72.760002,73.449997,129.289993,243.350006,130.520004,47.810001,130.850006,62.860001,82.989998,99.360001,24635.199219
2018-06-04,99.449997,185.440002,47.9575,360.730011,152.5,43.580002,122.260002,229.889999,191.360001,143.901581,136.749527,56.830002,121.949997,43.490002,108.449997,160.220001,201.059998,59.17939,101.669998,73.830002,74.18,129.720001,244.630005,132.649994,47.82,133.070007,63.299999,85.419998,100.239998,24813.699219
2018-06-05,99.309998,181.729996,48.327499,360.100006,153.009995,43.669998,122.730003,228.339996,191.940002,143.642792,137.380493,56.529999,121.480003,43.110001,107.839996,159.479996,201.199997,58.578243,102.190002,74.050003,73.970001,129.169998,244.429993,134.119995,47.970001,133.559998,62.889999,84.620003,99.940002,24800.0
2018-06-06,100.970001,183.550003,48.494999,371.559998,156.509995,44.259998,123.379997,232.229996,193.589996,144.725845,138.346085,57.029999,122.790001,43.459999,110.360001,162.380005,203.860001,59.09351,102.489998,74.75,74.349998,128.770004,248.649994,135.550003,48.41,136.279999,63.150002,84.559998,101.910004,25146.400391
2018-06-07,101.480003,183.300003,48.365002,368.529999,156.289993,43.650002,126.959999,233.449997,196.169998,145.770554,138.967499,55.880001,123.330002,43.439999,110.800003,169.479996,205.070007,59.150764,100.879997,74.760002,75.760002,129.770004,248.979996,132.910004,49.009998,133.839996,63.599998,84.949997,102.470001,25241.400391
2018-06-08,101.0,184.300003,47.924999,369.5,155.320007,43.48,126.440002,233.389999,198.330002,145.55011,139.713196,55.049999,124.059998,43.950001,111.110001,168.910004,206.589996,59.713741,101.629997,74.900002,77.18,131.320007,250.679993,133.529999,49.18,134.740005,63.400002,84.360001,103.980003,25316.5
2018-06-11,101.199997,184.610001,47.807499,370.940002,156.300003,43.689999,127.559998,234.089996,199.639999,145.559692,140.13385,54.52,122.660004,44.130001,110.830002,166.490005,205.119995,59.475189,101.050003,74.589996,77.529999,130.5,253.779999,133.979996,49.299999,133.910004,64.059998,84.300003,104.349998,25322.300781
2018-06-12,100.730003,185.070007,48.07,370.619995,157.490005,43.939999,127.080002,232.630005,201.309998,145.933487,140.411087,54.82,122.540001,44.41,110.190002,166.729996,204.919998,59.580154,101.309998,74.290001,77.239998,129.580002,253.580002,136.259995,48.810001,134.860001,63.700001,84.099998,104.330002,25320.699219
2018-06-13,100.019997,183.679993,47.674999,363.850006,154.710007,44.009998,127.07,233.830002,200.309998,145.521362,139.913956,55.029999,122.629997,44.18,109.970001,166.580002,204.889999,59.723282,100.849998,74.110001,76.470001,129.720001,252.869995,136.5,47.400002,134.399994,63.91,84.089996,106.309998,25201.199219
2018-06-14,99.760002,185.789993,47.700001,362.420013,153.139999,44.689999,126.510002,233.649994,199.669998,144.917542,138.814529,55.540001,122.410004,43.580002,108.029999,167.050003,203.630005,58.740459,101.419998,74.699997,75.989998,128.860001,255.330002,138.410004,47.82,135.0,64.870003,83.790001,108.75,25175.300781
2018-06-15,98.519997,185.009995,47.209999,357.880005,150.020004,44.25,124.040001,231.919998,200.539993,143.987839,138.99617,55.110001,122.610001,44.119999,107.900002,166.460007,204.970001,59.188931,100.129997,75.839996,77.379997,129.369995,255.979996,138.410004,48.060001,135.100006,65.800003,83.699997,108.849998,25090.5
2018-06-18,98.470001,183.949997,47.185001,354.73999,148.679993,44.209999,125.970001,231.389999,200.690002,143.719467,138.12619,53.220001,121.32,43.549999,108.18,166.279999,204.169998,58.196564,100.860001,75.610001,75.839996,127.589996,254.869995,139.800003,47.459999,136.199997,64.150002,83.0,107.059998,24987.5
2018-06-19,97.139999,186.190002,46.422501,341.119995,143.300003,43.82,125.540001,228.320007,199.210007,141.160416,137.571701,52.93,122.57,43.599998,107.550003,164.970001,199.389999,58.234734,100.860001,74.260002,76.330002,128.160004,253.020004,139.520004,48.5,135.110001,64.610001,83.610001,106.099998,24700.199219
2018-06-20,96.419998,186.509995,46.625,342.690002,143.130005,43.740002,125.290001,227.820007,199.080002,140.451157,136.357559,53.459999,122.040001,43.259998,107.540001,162.559998,198.080002,58.473282,101.870003,74.720001,75.849998,124.989998,252.809998,138.940002,48.09,135.5,68.0,83.610001,107.150002,24657.800781
2018-06-21,96.629997,185.990005,46.365002,337.660004,139.529999,43.16,122.589996,226.979996,200.309998,137.987946,135.038239,52.189999,121.449997,43.09,107.510002,160.529999,195.520004,58.377865,101.139999,73.940002,76.440002,123.449997,251.889999,137.880005,48.630001,134.529999,67.790001,84.209999,105.889999,24461.699219
2018-06-22,97.230003,185.149994,46.23,338.910004,139.940002,43.200001,125.099998,226.020004,197.410004,138.016693,135.066925,52.5,122.839996,43.25,105.75,164.550003,196.5,58.654579,100.410004,73.43,77.43,124.410004,254.369995,135.009995,49.759998,135.330002,67.610001,84.82,106.339996,24580.900391
2018-06-25,98.540001,185.360001,45.5425,331.200012,136.580002,42.290001,122.610001,221.539993,196.380005,138.055038,132.686417,50.709999,122.589996,43.580002,104.790001,159.809998,195.800003,58.282444,98.389999,72.349998,77.790001,123.720001,250.710007,133.190002,49.599998,130.929993,67.239998,86.470001,104.449997,24252.800781
2018-06-26,98.209999,184.589996,46.107498,331.299988,135.539993,42.549999,124.160004,221.580002,196.360001,138.026291,132.963669,49.669998,122.349998,43.330002,104.860001,160.910004,196.580002,57.938931,99.080002,72.559998,78.0,122.620003,249.770004,135.479996,49.299999,132.550003,66.57,85.980003,104.260002,24283.099609
2018-06-27,96.959999,183.529999,46.040001,329.820007,134.610001,42.330002,126.0,220.179993,195.020004,137.192429,131.434036,48.759998,121.610001,43.07,103.239998,157.419998,194.919998,57.137405,97.540001,71.349998,77.690002,121.339996,248.169998,133.220001,49.310001,131.020004,66.260002,86.889999,103.959999,24117.599609
2018-06-28,96.970001,183.339996,46.375,334.649994,136.029999,42.939999,125.660004,223.419998,195.210007,137.182846,133.881454,49.25,122.0,43.470001,104.93,156.320007,195.970001,57.53817,98.629997,71.699997,78.050003,122.449997,244.899994,135.119995,50.860001,132.740005,59.700001,85.860001,104.769997,24216.0
2018-06-29,98.0,184.589996,46.2775,335.51001,135.669998,43.029999,126.43,220.570007,195.100006,138.064621,133.556412,49.709999,121.339996,43.860001,104.199997,156.690002,196.720001,57.919846,98.610001,79.68,78.059998,122.339996,245.339996,136.399994,50.310001,132.449997,60.02,85.650002,104.809998,24271.400391
2018-07-02,99.0,185.289993,46.794998,336.079987,136.289993,42.810001,124.25,223.259995,194.020004,138.793045,133.709366,50.200001,121.580002,43.75,105.080002,156.869995,195.520004,57.690842,100.010002,78.349998,78.129997,122.389999,247.479996,140.429993,50.419998,132.5,61.130001,84.0,105.330002,24307.199219
2018-07-03,97.839996,185.710007,45.98,332.929993,133.830002,42.669998,124.730003,220.380005,193.619995,138.917648,133.432129,49.470001,122.709999,43.990002,103.610001,156.479996,195.830002,57.92939,99.050003,76.279999,77.900002,122.769997,246.979996,137.839996,50.700001,131.449997,60.759998,84.440002,104.040001,24174.800781
2018-07-05,98.529999,187.360001,46.349998,333.179993,135.809998,42.560001,123.980003,220.740005,194.410004,138.898468,135.210327,50.75,125.0,44.66,103.720001,157.320007,197.339996,58.816795,99.760002,76.550003,79.209999,122.599998,250.5,139.770004,51.279999,133.289993,62.380001,84.57,105.339996,24356.699219
2018-07-06,98.519997,191.009995,46.9925,334.640015,135.410004,42.709999,124.139999,221.789993,194.479996,139.665237,136.214142,51.369999,125.75,44.639999,104.059998,159.419998,197.460007,59.351147,101.160004,76.480003,79.309998,123.18,250.759995,141.399994,51.48,134.089996,63.299999,84.510002,104.779999,24456.5
2018-07-09,99.910004,194.169998,47.645,341.920013,140.970001,42.669998,125.989998,227.990005,196.080002,141.294601,138.040146,51.860001,126.050003,44.400002,107.279999,159.940002,200.529999,59.17939,101.849998,77.279999,77.860001,125.400002,253.669998,141.759995,50.740002,135.520004,63.73,85.93,106.019997,24776.599609
2018-07-10,99.910004,195.690002,47.587502,347.160004,141.25,42.860001,127.589996,226.850006,197.610001,141.88884,138.346085,52.16,127.379997,44.970001,106.620003,160.619995,201.479996,59.446564,102.120003,77.57,79.82,125.870003,255.539993,142.449997,51.34,136.690002,63.200001,87.209999,106.029999,24919.699219
2018-07-11,100.300003,193.149994,46.970001,340.600006,136.759995,42.57,123.519997,225.660004,196.949997,138.515091,138.565964,51.200001,126.239998,44.790001,106.389999,158.619995,197.679993,59.064884,101.980003,77.360001,79.160004,125.050003,254.589996,145.25,51.34,138.149994,63.66,86.529999,108.040001,24700.400391
2018-07-12,101.150002,194.080002,47.7575,346.029999,139.419998,43.580002,124.260002,227.220001,197.949997,141.745071,140.009567,52.349998,127.760002,44.669998,106.849998,159.119995,199.320007,59.790077,104.190002,77.370003,78.889999,126.019997,256.049988,148.160004,51.240002,139.899994,63.880001,86.519997,108.25,24924.900391
2018-07-13,100.5,195.910004,47.8325,350.790009,140.75,41.779999,124.040001,226.410004,198.690002,141.371277,139.483749,52.220001,125.93,44.740002,106.360001,158.509995,201.179993,60.009541,105.43,77.379997,79.309998,126.629997,258.700012,147.610001,51.41,139.419998,65.169998,87.699997,110.0,25019.400391
2018-07-16,100.690002,194.880005,47.727501,356.100006,138.080002,42.5,122.980003,231.440002,198.880005,140.316971,139.063095,52.009998,124.690002,44.73,110.580002,158.779999,201.110001,59.723282,104.910004,77.75,79.529999,128.190002,256.980011,146.960007,51.59,138.460007,65.160004,87.639999,110.199997,25064.400391
2018-07-17,101.150002,193.919998,47.862499,356.880005,138.949997,42.34,121.910004,231.020004,201.100006,142.320129,137.179733,51.75,129.110001,45.25,110.5,159.75,202.070007,59.666031,105.949997,77.470001,80.029999,128.789993,250.289993,147.020004,51.43,139.639999,65.629997,88.190002,110.300003,25119.900391
2018-07-18,102.980003,192.800003,47.599998,360.230011,141.119995,42.209999,121.529999,231.240005,200.970001,142.952713,138.164429,51.720001,127.800003,45.119999,111.529999,157.929993,202.199997,60.057251,105.120003,76.589996,79.720001,130.0,255.419998,147.839996,51.139999,140.899994,66.160004,88.07,110.690002,25199.300781
2018-07-19,100.169998,191.759995,47.970001,355.329987,139.419998,42.400002,121.669998,229.630005,202.630005,141.409607,142.676865,51.98,125.940002,45.110001,109.889999,157.410004,201.600006,59.646946,104.400002,76.949997,78.730003,125.18,252.929993,147.160004,50.75,140.130005,64.93,87.720001,112.129997,25064.5
2018-07-20,100.150002,190.490005,47.860001,354.899994,136.820007,42.009998,122.269997,231.690002,202.449997,146.767349,139.913956,51.91,125.849998,45.279999,111.279999,157.970001,201.949997,59.65649,106.269997,76.959999,78.68,125.199997,252.699997,146.869995,50.619999,140.990005,64.980003,88.059998,111.480003,25058.099609
2018-07-23,101.220001,189.970001,47.9025,353.269989,136.279999,42.060001,121.330002,233.759995,202.229996,147.31366,139.292542,52.310001,126.629997,44.950001,113.349998,158.75,198.839996,59.818703,107.970001,76.589996,78.510002,124.239998,252.740005,147.559998,50.75,140.029999,65.339996,87.629997,111.089996,25044.300781
2018-07-24,101.709999,191.399994,48.25,358.269989,137.970001,42.389999,123.849998,235.880005,201.990005,148.712997,139.942642,52.18,129.360001,45.259998,114.150002,157.940002,200.679993,60.515266,107.660004,75.529999,78.989998,124.75,253.759995,146.0,51.509998,140.029999,65.510002,87.959999,110.699997,25241.900391
2018-07-25,102.629997,193.039993,48.705002,355.920013,140.479996,43.16,124.900002,236.690002,201.0,151.454163,140.172089,52.43,128.619995,46.09,115.18,158.889999,204.380005,61.536259,110.830002,77.160004,79.470001,126.279999,254.860001,148.869995,50.91,142.639999,66.699997,87.900002,111.18,25414.099609
2018-07-26,102.5,194.050003,48.552502,359.320007,142.580002,43.529999,123.949997,237.110001,199.399994,152.508453,140.258133,52.16,130.279999,46.240002,114.849998,156.139999,207.960007,61.078243,109.620003,78.150002,80.089996,129.490005,257.0,147.570007,51.18,142.5,67.540001,88.230003,113.510002,25527.099609
2018-07-27,103.849998,192.440002,47.744999,360.649994,142.559998,42.57,125.970001,237.639999,197.139999,152.719315,138.766724,47.68,131.550003,46.209999,116.029999,157.479996,207.419998,60.582062,107.68,76.889999,80.580002,130.729996,255.949997,143.910004,52.009998,140.710007,68.639999,88.129997,112.620003,25451.099609
2018-07-30,100.849998,190.630005,47.477501,351.059998,139.75,42.169998,127.830002,238.949997,197.279999,150.399872,139.091782,47.689999,132.169998,46.23,116.730003,158.639999,205.119995,61.841602,105.370003,75.959999,80.199997,131.100006,253.839996,138.029999,52.490002,136.479996,69.160004,88.879997,112.629997,25306.800781
2018-07-31,99.519997,196.550003,47.572498,356.299988,143.800003,42.290001,126.269997,237.429993,197.520004,153.016434,138.556412,48.099998,132.520004,46.630001,114.949997,157.539993,212.320007,62.853054,106.080002,76.910004,80.879997,130.139999,253.220001,137.149994,51.639999,136.740005,67.620003,89.230003,113.559998,25415.199219
2018-08-01,99.449997,195.839996,50.375,352.76001,138.539993,41.860001,125.389999,236.039993,196.300003,150.371109,137.189301,48.810001,132.639999,46.389999,115.660004,156.919998,207.050003,62.490459,106.279999,77.540001,80.650002,128.960007,253.369995,137.679993,51.73,138.25,66.440002,88.239998,112.970001,25333.800781
2018-08-02,99.730003,196.380005,51.8475,349.730011,138.009995,42.529999,123.760002,233.990005,195.660004,149.422241,136.673035,49.48,131.25,46.18,116.150002,155.410004,205.529999,62.232822,107.57,78.650002,82.0,128.330002,256.079987,141.139999,51.98,138.919998,66.980003,88.760002,112.75,25326.199219
2018-08-03,100.790001,197.990005,51.997501,348.440002,138.509995,42.830002,124.050003,234.089996,195.639999,148.597977,141.20459,49.630001,131.949997,46.619999,117.089996,156.210007,207.289993,62.910305,108.040001,78.739998,82.330002,129.699997,257.220001,141.039993,52.27,139.820007,67.220001,89.599998,114.089996,25462.599609
2018-08-06,100.919998,197.610001,52.267502,346.570007,139.479996,43.299999,124.300003,235.929993,195.690002,148.530884,139.608032,49.299999,132.020004,46.650002,117.120003,156.720001,206.699997,63.187023,108.129997,79.510002,82.519997,130.0,256.76001,142.710007,52.48,139.710007,67.419998,89.669998,115.940002,25502.199219
2018-08-07,101.970001,200.399994,51.7775,350.76001,142.380005,43.580002,125.18,237.830002,197.050003,149.863129,140.544937,49.700001,131.460007,46.5,117.550003,156.039993,208.570007,63.530533,108.879997,80.529999,82.639999,129.940002,257.649994,144.440002,52.459999,140.279999,67.050003,89.769997,116.559998,25628.900391
2018-08-08,102.779999,196.199997,51.8125,347.779999,139.710007,43.84,123.879997,236.369995,198.020004,148.751328,140.430206,49.959999,131.169998,46.150002,117.790001,158.919998,207.139999,63.635494,109.489998,80.5,82.349998,129.210007,258.809998,145.169998,52.700001,140.679993,66.489998,90.050003,113.980003,25583.800781
2018-08-09,102.989998,193.970001,52.220001,343.720001,138.520004,43.779999,122.529999,233.779999,198.080002,147.562851,138.403442,50.139999,131.199997,46.349998,116.879997,159.300003,204.779999,62.9771,109.669998,81.260002,81.400002,129.559998,261.589996,145.820007,53.009998,140.009995,66.169998,89.010002,114.160004,25509.199219
2018-08-10,101.580002,194.419998,51.8825,339.410004,135.919998,43.779999,123.339996,229.610001,196.300003,146.729004,138.12619,48.849998,130.75,46.080002,115.730003,158.679993,201.960007,63.043892,109.0,80.730003,81.43,128.869995,260.359985,145.509995,52.470001,139.729996,66.489998,90.18,112.68,25313.099609
2018-08-13,101.809998,195.610001,52.217499,338.359985,135.020004,43.75,122.440002,226.860001,194.139999,146.019745,136.434036,48.450001,130.220001,45.830002,113.889999,158.139999,199.839996,63.664124,108.209999,80.150002,81.519997,128.050003,260.910004,144.449997,52.220001,140.210007,66.480003,89.639999,112.120003,25187.699219
2018-08-14,102.18,195.759995,52.4375,339.140015,134.919998,44.0,122.580002,229.559998,193.100006,147.725784,137.05545,48.119999,129.5,45.889999,114.650002,160.600006,200.520004,63.416031,109.559998,80.139999,81.309998,127.540001,263.480011,146.570007,52.869999,140.759995,68.660004,90.849998,112.75,25299.900391
2018-08-15,101.510002,195.259995,52.560001,331.76001,132.020004,43.860001,117.940002,229.25,193.990005,146.815262,137.581268,47.459999,130.429993,46.080002,113.699997,159.880005,201.389999,64.284348,107.660004,79.57,82.300003,128.770004,260.609985,145.039993,53.240002,139.919998,68.730003,90.220001,112.849998,25162.400391
2018-08-16,102.650002,196.440002,53.330002,345.980011,136.259995,45.16,117.660004,233.0,195.389999,147.697037,138.94838,47.169998,132.479996,46.220001,114.769997,161.729996,203.149994,65.696564,107.639999,80.050003,83.690002,130.339996,263.100006,145.729996,54.27,140.649994,69.620003,98.639999,112.480003,25558.699219
2018-08-17,103.029999,197.419998,54.395,346.399994,139.339996,45.869999,117.800003,233.380005,195.559998,148.72258,139.636703,47.099998,134.470001,46.599998,114.769997,161.149994,204.770004,65.89695,107.580002,79.75,83.690002,130.419998,262.329987,145.020004,54.790001,141.330002,69.989998,97.849998,112.480003,25669.300781
2018-08-20,103.830002,197.559998,53.865002,350.73999,138.669998,46.220001,117.75,235.779999,197.929993,149.010117,140.066925,46.5,136.880005,46.73,114.620003,161.679993,204.600006,66.956108,106.870003,82.18,83.639999,131.419998,262.399994,145.710007,54.650002,140.940002,69.989998,96.0,111.989998,25758.699219
2018-08-21,104.809998,197.309998,53.759998,353.769989,139.990005,45.779999,117.940002,238.649994,200.229996,150.457367,139.550674,47.619999,135.350006,46.220001,115.32,161.039993,205.690002,66.001907,105.980003,82.949997,83.900002,131.710007,261.690002,145.529999,54.91,140.039993,70.25,96.080002,112.389999,25822.300781
2018-08-22,105.830002,197.839996,53.762501,350.029999,139.630005,45.990002,118.919998,239.339996,198.970001,149.642685,138.852768,47.049999,134.610001,45.93,114.970001,160.550003,204.259995,65.877861,107.059998,82.639999,83.389999,129.410004,260.73999,146.460007,54.139999,141.139999,69.639999,95.669998,111.940002,25733.599609
2018-08-23,105.370003,196.600006,53.872501,347.480011,136.789993,46.02,118.099998,236.339996,200.160004,151.348724,138.977051,46.98,135.110001,45.700001,114.730003,159.050003,202.75,65.811066,107.559998,82.910004,83.239998,129.520004,261.420013,147.830002,54.279999,142.100006,69.279999,95.18,112.0,25657.0
2018-08-24,105.760002,196.639999,54.040001,349.380005,138.210007,46.32,119.010002,235.110001,201.300003,150.965347,139.617584,47.66,135.949997,45.630001,114.68,159.380005,205.289993,65.877861,108.400002,82.449997,83.360001,130.509995,264.279999,152.300003,54.779999,144.199997,69.209999,94.949997,111.93,25790.400391
2018-08-27,107.050003,198.600006,54.485001,353.73999,142.039993,46.59,120.349998,242.600006,201.979996,152.728897,140.238998,48.349998,134.919998,45.689999,116.709999,160.479996,208.330002,65.830154,109.599998,82.650002,83.440002,131.889999,267.079987,151.679993,54.849998,145.399994,69.440002,94.540001,112.330002,26049.599609
2018-08-28,107.279999,198.619995,54.924999,351.209991,142.0,46.950001,119.860001,242.369995,201.970001,153.447739,140.143402,48.57,134.320007,45.369999,116.139999,161.639999,209.429993,65.486641,110.260002,82.580002,83.480003,132.279999,268.51001,152.990005,54.650002,145.199997,69.279999,96.07,112.580002,26064.0
2018-08-29,106.709999,199.75,55.744999,350.190002,141.860001,47.48,120.220001,241.399994,201.679993,153.63942,141.05162,48.75,134.860001,45.330002,115.760002,163.110001,210.460007,65.658394,112.019997,82.790001,83.489998,132.660004,269.0,154.800003,54.57,147.029999,68.660004,95.639999,112.449997,26124.599609
2018-08-30,106.230003,200.350006,56.2575,346.899994,139.059998,47.150002,119.809998,239.399994,199.259995,152.824738,139.512421,48.240002,134.949997,44.950001,115.190002,162.800003,210.220001,65.400764,111.949997,81.400002,83.410004,131.649994,268.390015,152.139999,54.75,146.740005,67.800003,96.099998,111.919998,25986.900391
2018-08-31,105.980003,199.809998,56.907501,342.790009,138.850006,47.77,118.459999,237.809998,200.770004,152.450943,140.038239,48.43,134.690002,44.57,114.580002,162.229996,210.919998,65.448471,112.330002,82.199997,82.949997,131.600006,268.459991,152.679993,54.369999,146.889999,68.559998,95.860001,112.019997,25964.800781
2018-09-04,107.010002,196.729996,57.09,346.25,138.240005,47.73,118.870003,237.660004,205.080002,153.006851,139.273422,47.959999,133.720001,44.759998,115.150002,161.720001,208.600006,64.837784,111.709999,79.599998,82.699997,132.130005,268.51001,153.210007,53.189999,147.800003,67.620003,95.360001,110.849998,25952.5
2018-09-05,105.68,197.75,56.717499,346.679993,140.589996,47.27,118.919998,237.559998,204.149994,155.06752,140.210327,47.720001,135.860001,45.380001,114.589996,163.240005,211.830002,65.477097,108.489998,79.919998,83.290001,132.589996,267.640015,148.649994,53.82,142.669998,68.239998,96.620003,109.870003,25975.0
2018-09-06,105.400002,196.149994,55.775002,351.269989,141.570007,47.279999,115.230003,234.520004,205.889999,157.195267,139.952194,47.259998,136.869995,45.77,114.099998,163.740005,212.740005,66.202293,108.739998,80.400002,82.650002,132.570007,269.649994,148.830002,54.290001,144.5,68.029999,96.449997,110.260002,25995.900391
2018-09-07,106.080002,196.300003,55.325001,349.279999,141.320007,47.049999,114.599998,233.910004,206.229996,156.045135,139.053543,46.450001,137.320007,45.720001,114.32,163.899994,212.570007,66.479012,108.209999,80.300003,81.910004,130.089996,268.279999,150.429993,54.0,143.199997,68.190002,95.830002,110.970001,25916.5
2018-09-10,107.290001,202.5,54.5825,341.859985,142.050003,47.07,114.480003,231.910004,210.690002,156.581863,139.244736,46.299999,137.210007,46.060001,113.709999,165.070007,212.929993,66.374046,109.379997,82.099998,82.379997,127.599998,259.730011,151.320007,54.119999,144.080002,68.800003,96.900002,110.68,25857.099609
2018-09-11,108.309998,199.470001,55.962502,345.25,142.029999,47.029999,115.019997,230.210007,213.850006,156.284744,140.047806,44.93,138.509995,46.02,114.43,164.619995,211.779999,65.916031,111.239998,82.629997,82.010002,127.849998,261.040009,152.839996,54.720001,145.490005,68.739998,96.639999,109.599998,25971.099609
2018-09-12,107.879997,199.5,55.267502,353.410004,144.279999,46.889999,115.790001,228.149994,211.979996,157.080261,140.124283,44.93,139.360001,46.240002,113.080002,164.740005,206.710007,66.660301,111.709999,83.0,83.110001,126.889999,262.670013,155.369995,54.970001,146.570007,70.379997,95.970001,109.459999,25998.900391
2018-09-13,108.660004,202.929993,56.602501,355.459991,145.539993,47.240002,116.300003,228.330002,209.449997,158.824631,142.399612,45.57,139.889999,45.830002,113.519997,162.399994,209.050003,67.585876,112.910004,83.470001,83.449997,128.830002,265.48999,158.179993,54.939999,147.630005,70.480003,95.120003,110.669998,26146.0
2018-09-14,109.559998,200.580002,55.959999,359.799988,144.899994,47.400002,117.379997,229.240005,209.070007,158.249557,141.806885,45.540001,139.490005,45.990002,113.5,160.839996,207.880005,66.774811,113.370003,83.489998,83.610001,130.009995,265.309998,157.490005,54.549999,147.839996,70.279999,94.589996,109.260002,26154.699219
2018-09-17,109.199997,200.809998,54.470001,355.959991,146.220001,47.110001,117.510002,227.889999,208.399994,158.862976,141.434036,45.419998,139.960007,46.32,113.839996,158.139999,209.529999,67.194656,112.139999,83.260002,84.25,129.889999,263.869995,154.919998,54.700001,146.179993,70.449997,94.82,109.360001,26062.099609
2018-09-18,109.639999,202.339996,54.560001,363.579987,149.070007,47.459999,118.129997,228.889999,211.020004,159.236771,142.026764,46.099998,140.539993,45.93,114.300003,157.770004,211.529999,67.194656,113.209999,85.260002,84.0,131.369995,263.290009,156.0,54.389999,147.630005,70.879997,95.43,109.529999,26247.0
